SUB,WORD_ORDER,ITEM,ORDER_TOP,SIZE_A_TOP,SIZE_B_TOP,ORDER_CENTER,SIZE_A_CENTER,SIZE_B_CENTER,ORDER_BOTTOM,SIZE_A_BOTTOM,SIZE_B_BOTTOM,CHOICE
1513021702,2,5,1,120,60,1,60,120,2,120,120,BOTTOM
1513021702,1,9,2,120,120,2,120,60,2,60,120,TOP
1513021702,0,36,1,120,60,2,120,120,1,120,120,CENTER
1513021702,0,1,2,60,120,2,120,120,1,120,120,BOTTOM
1513021702,2,23,2,60,120,1,120,60,2,120,120,BOTTOM
1513021702,2,25,2,60,120,1,120,60,1,60,120,TOP
1513021702,0,6,1,60,120,1,120,60,2,120,60,BOTTOM
1513021702,2,35,1,60,120,2,120,120,2,120,60,CENTER
1513021702,0,16,1,120,120,2,60,120,1,60,120,TOP
1513021702,1,14,2,120,60,1,120,120,2,120,120,CENTER
1513021702,2,3,2,120,60,2,60,120,1,120,120,CENTER
1513021702,0,21,1,120,60,2,120,60,1,120,120,BOTTOM
1513021702,1,19,2,60,120,1,120,60,1,120,120,BOTTOM
1513021702,2,33,1,120,120,2,60,120,2,120,120,BOTTOM
1513021702,1,34,2,60,120,1,120,60,1,60,120,CENTER
1513021702,0,31,1,120,120,2,120,120,2,60,120,TOP
1513021702,2,20,1,120,60,1,60,120,2,120,60,BOTTOM
1513021702,1,24,2,60,120,1,120,60,1,60,120,CENTER
1513021702,2,18,1,60,120,1,120,120,2,120,60,CENTER
1513021702,2,28,1,60,120,1,120,60,2,60,120,BOTTOM
1513021702,1,17,1,120,60,2,60,120,2,120,120,TOP
1513021702,1,12,2,120,60,2,120,120,2,60,120,CENTER
1513021702,2,8,2,60,120,1,120,120,1,120,60,CENTER
1513021702,2,13,1,120,60,2,60,120,1,120,120,BOTTOM
1513021702,1,22,2,60,120,2,120,120,2,120,60,CENTER
1513021702,2,15,1,120,120,1,120,60,1,60,120,TOP
1513021702,1,29,1,60,120,1,120,120,2,120,60,CENTER
1513021702,2,10,2,60,120,2,120,120,2,120,60,CENTER
1513021702,2,30,1,120,120,2,120,60,1,60,120,TOP
1513021702,0,11,1,120,120,1,120,60,1,60,120,TOP
1513021702,1,2,1,60,120,1,120,60,2,120,60,CENTER
1513021703,2,11,1,60,120,2,60,120,1,120,60,CENTER
1513021703,2,6,1,120,60,2,60,120,1,120,120,BOTTOM
1513021703,0,14,1,120,60,1,60,120,2,120,60,TOP
1513021703,2,8,2,120,60,1,120,60,1,120,120,TOP
1513021703,2,16,2,120,60,1,120,60,2,120,120,CENTER
1513021703,2,3,2,60,120,1,120,120,2,120,60,TOP
1513021703,1,20,2,120,60,1,120,60,1,120,120,BOTTOM
1513021703,1,25,1,120,60,2,60,120,2,120,60,TOP
1513021703,1,22,2,120,120,2,120,60,2,60,120,TOP
1513021703,2,18,1,120,120,1,120,60,1,60,120,BOTTOM
1513021703,2,23,1,120,60,2,60,120,2,120,60,CENTER
1513021703,2,1,1,120,60,1,120,120,2,60,120,BOTTOM
1513021703,2,28,1,120,60,2,60,120,1,120,120,CENTER
1513021703,1,12,2,120,60,1,120,120,2,60,120,CENTER
1513021703,0,9,2,60,120,2,120,60,2,120,120,BOTTOM
1513021703,0,4,1,120,120,1,120,60,1,60,120,TOP
1513021703,1,30,2,120,60,2,120,120,1,60,120,TOP
1513021703,0,34,2,120,60,2,60,120,1,120,120,BOTTOM
1513021703,1,35,1,60,120,2,60,120,2,120,60,BOTTOM
1513021703,0,29,2,60,120,2,120,60,2,120,120,BOTTOM
1513021703,2,26,2,120,120,2,60,120,1,60,120,CENTER
1513021703,1,15,1,120,120,2,120,60,1,120,60,TOP
1513021703,1,27,1,60,120,2,120,120,2,120,60,BOTTOM
1513021703,0,19,1,60,120,1,120,60,2,120,120,BOTTOM
1513021703,1,5,1,120,60,2,120,120,2,60,120,TOP
1513021703,1,7,1,120,60,1,60,120,2,120,60,TOP
1513021703,2,13,2,60,120,1,120,60,2,120,120,BOTTOM
1513021703,1,32,1,120,60,2,120,60,1,60,120,TOP
1513021703,2,21,2,120,120,2,120,60,1,120,60,TOP
1513021703,2,36,1,60,120,2,120,120,1,120,60,CENTER
1513021703,1,10,1,60,120,2,120,120,2,60,120,CENTER
1513021703,0,24,1,120,60,2,60,120,1,120,120,BOTTOM
1513021703,2,33,2,60,120,1,120,120,2,120,120,TOP
1513021703,1,17,2,60,120,1,120,120,2,120,60,CENTER
1513021703,2,31,1,120,60,2,60,120,1,120,120,CENTER
1513021703,1,2,2,60,120,1,120,120,2,120,120,CENTER
1513021877,0,13,1,60,120,2,120,120,2,120,60,CENTER
1513021877,1,24,1,120,120,2,120,120,1,120,60,TOP
1513021877,0,28,2,120,120,1,60,120,2,60,120,CENTER
1513021877,2,10,1,120,120,1,60,120,2,120,60,BOTTOM
1513021877,2,7,2,120,120,1,120,60,2,120,60,TOP
1513021877,1,19,2,60,120,1,60,120,2,120,60,CENTER
1513021877,2,17,1,120,60,1,120,120,2,120,120,BOTTOM
1513021877,1,14,2,120,60,1,120,120,1,60,120,CENTER
1513021877,2,32,1,120,120,2,60,120,1,60,120,CENTER
1513021877,1,1,2,120,60,1,60,120,1,120,120,CENTER
1513021877,1,31,2,120,60,1,120,120,1,60,120,CENTER
1513021877,2,12,2,120,120,2,120,60,1,120,60,TOP
1513021877,0,3,1,60,120,1,120,120,1,120,60,CENTER
1513021877,2,20,2,60,120,1,120,60,2,120,120,BOTTOM
1513021877,1,36,2,120,60,2,60,120,1,120,120,BOTTOM
1513021877,2,5,2,120,120,2,120,60,1,60,120,TOP
1513021877,1,11,1,60,120,1,120,60,2,120,60,TOP
1513021877,0,23,2,120,120,1,60,120,2,120,60,TOP
1513021877,1,9,2,120,120,2,120,60,1,60,120,BOTTOM
1513021877,2,35,1,60,120,2,120,120,1,120,60,CENTER
1513021877,0,8,2,120,120,1,60,120,2,120,60,BOTTOM
1513021877,1,6,2,120,60,1,120,120,2,120,120,CENTER
1513021877,0,18,1,120,60,2,60,120,2,120,120,BOTTOM
1513021877,1,21,1,60,120,1,120,120,2,60,120,TOP
1513021877,2,25,2,60,120,2,120,120,2,120,60,CENTER
1513021877,2,30,2,120,120,1,120,60,1,120,120,TOP
1513021877,2,22,1,120,120,2,120,120,2,60,120,BOTTOM
1513021877,2,27,1,120,120,2,60,120,1,60,120,CENTER
1513021877,2,2,2,60,120,1,120,120,2,120,60,CENTER
1513021877,2,15,1,120,120,2,60,120,2,120,60,CENTER
1513021877,0,33,2,60,120,1,120,60,1,60,120,TOP
1513021877,1,4,2,120,120,1,120,60,2,120,60,CENTER
1513021877,1,16,2,120,120,2,120,60,1,120,60,BOTTOM
1513021877,1,29,1,60,120,2,120,60,2,60,120,TOP
1513021877,1,34,1,120,60,2,120,60,2,120,120,TOP
1513021877,1,26,2,120,60,2,60,120,1,120,120,BOTTOM
1513021918,0,32,2,120,60,2,120,120,1,120,60,CENTER
1513021918,0,22,1,120,120,1,60,120,2,120,120,CENTER
1513021918,2,11,1,60,120,1,120,60,2,120,60,BOTTOM
1513021918,1,28,2,60,120,1,120,120,1,120,60,CENTER
1513021918,2,9,2,60,120,1,120,60,1,60,120,TOP
1513021918,0,12,1,120,120,2,120,120,2,120,60,BOTTOM
1513021918,2,24,1,60,120,1,120,120,1,120,60,CENTER
1513021918,2,26,2,120,120,2,120,60,2,60,120,TOP
1513021918,1,25,2,120,60,2,60,120,1,120,60,BOTTOM
1513021918,1,10,2,120,60,2,60,120,2,120,120,BOTTOM
1513021918,2,31,1,120,60,2,120,120,2,60,120,CENTER
1513021918,2,34,1,120,120,1,120,60,2,60,120,BOTTOM
1513021918,2,16,2,120,120,1,60,120,2,120,60,BOTTOM
1513021918,2,21,1,60,120,2,120,120,2,60,120,CENTER
1513021918,1,15,1,120,120,1,60,120,2,120,120,TOP
1513021918,1,30,1,120,120,1,120,60,2,120,60,TOP
1513021918,2,19,1,60,120,2,120,60,1,120,60,CENTER
1513021918,1,8,2,120,60,1,120,60,2,120,120,CENTER
1513021918,2,14,1,120,60,1,60,120,2,120,60,BOTTOM
1513021918,0,27,2,120,60,1,120,60,1,120,120,CENTER
1513021918,0,7,2,60,120,2,120,60,2,120,120,CENTER
1513021918,2,29,2,120,60,2,120,120,1,120,60,CENTER
1513021918,2,1,1,60,120,2,120,120,2,120,60,CENTER
1513021918,1,3,1,120,120,2,60,120,2,120,60,TOP
1513021918,1,23,2,120,60,2,120,120,1,120,120,BOTTOM
1513021918,0,17,1,60,120,2,120,60,2,60,120,CENTER
1513021918,2,36,2,60,120,1,60,120,1,120,60,TOP
1513021918,1,5,1,120,60,2,120,120,1,60,120,BOTTOM
1513021918,2,4,2,60,120,1,120,120,2,120,60,BOTTOM
1513021918,1,35,1,120,120,2,120,120,1,120,60,TOP
1513021918,1,20,2,120,120,2,60,120,1,60,120,BOTTOM
1513021918,0,2,2,60,120,2,120,120,1,120,120,CENTER
1513021918,1,13,2,120,120,1,60,120,2,120,60,CENTER
1513021918,2,6,1,120,60,1,120,120,2,120,60,BOTTOM
1513021918,1,18,2,120,120,1,120,120,1,120,60,CENTER
1513021918,1,33,1,120,120,1,60,120,1,120,60,TOP
1513022949,2,9,2,120,120,1,120,120,1,60,120,TOP
1513022949,1,23,2,120,60,1,120,60,2,60,120,CENTER
1513022949,1,35,2,120,60,1,120,120,1,120,60,CENTER
1513022949,2,24,1,120,60,1,120,120,2,120,60,BOTTOM
1513022949,0,2,2,120,60,1,60,120,1,120,120,BOTTOM
1513022949,1,8,1,60,120,2,120,120,1,120,120,BOTTOM
1513022949,2,36,2,120,120,1,120,120,2,60,120,TOP
1513022949,1,33,1,120,120,2,120,120,1,120,60,TOP
1513022949,2,11,2,120,120,1,120,120,1,60,120,TOP
1513022949,1,10,1,120,120,1,60,120,2,60,120,TOP
1513022949,2,19,1,60,120,2,60,120,1,120,60,CENTER
1513022949,0,17,2,60,120,1,120,120,2,120,120,CENTER
1513022949,2,21,1,120,60,1,60,120,2,60,120,BOTTOM
1513022949,0,32,2,60,120,1,120,120,2,120,60,CENTER
1513022949,1,25,2,60,120,2,120,60,1,120,120,BOTTOM
1513022949,2,31,1,120,120,1,60,120,2,60,120,BOTTOM
1513022949,2,14,2,120,60,1,60,120,2,120,120,BOTTOM
1513022949,2,4,2,60,120,2,120,120,2,120,60,CENTER
1513022949,2,6,1,120,60,1,60,120,1,120,120,TOP
1513022949,1,5,1,60,120,2,120,60,1,120,120,BOTTOM
1513022949,2,29,2,60,120,1,120,60,1,120,120,TOP
1513022949,0,7,2,120,60,1,120,120,2,120,120,CENTER
1513022949,1,18,2,60,120,1,60,120,2,120,60,CENTER
1513022949,1,3,2,120,60,2,60,120,1,60,120,BOTTOM
1513022949,1,28,2,120,60,1,120,60,1,60,120,CENTER
1513022949,0,12,1,60,120,2,120,120,1,120,60,BOTTOM
1513022949,2,16,2,60,120,2,120,120,1,120,120,CENTER
1513022949,2,34,1,60,120,1,120,60,2,120,120,BOTTOM
1513022949,0,27,1,60,120,2,120,60,1,120,60,BOTTOM
1513022949,0,22,1,60,120,1,120,60,2,60,120,CENTER
1513022949,2,26,2,120,60,1,60,120,1,120,60,TOP
1513022949,1,20,2,60,120,1,120,120,1,120,60,CENTER
1513022949,1,30,2,120,120,2,120,60,1,120,60,BOTTOM
1513022949,1,15,2,120,120,1,120,60,1,120,120,BOTTOM
1513022949,2,1,1,120,120,1,60,120,1,120,60,TOP
1513022949,1,13,2,120,120,2,120,60,1,120,120,BOTTOM
1513023445,2,27,1,120,120,1,120,60,2,120,120,BOTTOM
1513023445,0,10,1,120,120,2,120,120,1,120,60,BOTTOM
1513023445,1,1,1,120,120,2,120,120,2,60,120,TOP
1513023445,2,22,1,120,60,2,60,120,1,60,120,CENTER
1513023445,1,21,2,120,60,1,120,60,2,60,120,CENTER
1513023445,2,14,2,120,120,1,120,120,1,60,120,TOP
1513023445,0,15,2,120,60,1,60,120,2,60,120,CENTER
1513023445,2,24,2,60,120,1,120,120,1,60,120,TOP
1513023445,1,36,2,120,120,2,60,120,1,120,120,BOTTOM
1513023445,2,19,2,120,60,2,120,120,2,60,120,CENTER
1513023445,0,25,2,120,120,1,60,120,1,120,120,TOP
1513023445,1,13,2,60,120,2,120,60,2,120,120,CENTER
1513023445,2,7,2,120,60,1,60,120,1,120,60,TOP
1513023445,1,8,1,120,120,2,120,60,2,120,120,TOP
1513023445,0,35,1,120,60,1,120,120,2,120,60,CENTER
1513023445,2,29,2,60,120,2,120,120,1,120,60,CENTER
1513023445,1,33,2,120,120,1,60,120,2,60,120,CENTER
1513023445,2,9,1,120,60,2,120,120,1,120,120,CENTER
1513023445,2,4,1,60,120,2,120,60,1,120,60,CENTER
1513023445,1,16,2,120,60,1,120,120,1,60,120,CENTER
1513023445,2,34,2,120,60,1,120,120,1,60,120,BOTTOM
1513023445,1,18,2,120,120,1,60,120,2,60,120,CENTER
1513023445,1,6,2,120,120,2,120,60,1,120,120,BOTTOM
1513023445,1,11,2,60,120,2,120,60,1,120,120,CENTER
1513023445,2,32,1,120,120,2,120,60,1,120,60,CENTER
1513023445,2,17,2,60,120,2,120,120,1,120,60,TOP
1513023445,2,2,1,60,120,2,60,120,2,120,120,CENTER
1513023445,0,5,1,120,120,2,60,120,2,120,60,CENTER
1513023445,0,20,2,120,120,1,60,120,1,120,120,CENTER
1513023445,0,30,2,60,120,2,120,60,2,120,120,CENTER
1513023445,1,31,1,60,120,1,120,120,2,120,120,CENTER
1513023445,1,26,2,120,60,2,120,120,1,60,120,CENTER
1513023445,1,3,1,120,120,2,120,60,1,60,120,BOTTOM
1513023445,1,28,2,120,60,1,120,120,1,120,60,BOTTOM
1513023445,1,23,1,120,120,2,60,120,2,120,120,BOTTOM
1513023445,2,12,2,120,120,1,120,120,2,60,120,CENTER
1513023542,2,33,1,120,120,1,60,120,2,120,60,TOP
1513023542,1,4,2,120,120,1,120,60,1,120,120,CENTER
1513023542,0,6,1,60,120,2,120,60,2,60,120,BOTTOM
1513023542,1,2,1,60,120,1,120,60,2,120,120,TOP
1513023542,2,13,1,120,120,2,60,120,2,120,120,TOP
1513023542,0,31,1,60,120,1,120,60,2,60,120,CENTER
1513023542,2,20,1,60,120,1,120,60,2,120,60,BOTTOM
1513023542,2,5,1,60,120,2,120,60,1,120,60,CENTER
1513023542,0,26,2,60,120,1,120,120,1,60,120,TOP
1513023542,1,34,1,120,120,1,60,120,2,60,120,TOP
1513023542,2,28,1,60,120,2,60,120,2,120,60,TOP
1513023542,2,30,1,120,120,1,120,60,2,120,120,TOP
1513023542,1,9,2,120,120,1,120,120,2,60,120,TOP
1513023542,2,15,1,120,60,1,120,120,2,120,120,BOTTOM
1513023542,2,18,2,120,120,1,120,120,1,60,120,TOP
1513023542,1,22,1,120,120,2,120,120,2,120,60,CENTER
1513023542,1,29,2,60,120,1,120,120,1,120,60,CENTER
1513023542,2,23,1,120,60,2,120,120,2,60,120,CENTER
1513023542,2,35,2,120,120,2,120,60,1,60,120,CENTER
1513023542,2,8,1,60,120,2,120,60,1,120,60,TOP
1513023542,1,24,1,120,120,2,60,120,1,120,60,CENTER
1513023542,1,17,2,120,120,1,60,120,2,60,120,TOP
1513023542,2,10,2,60,120,2,120,120,1,60,120,BOTTOM
1513023542,0,16,1,120,120,2,120,60,1,60,120,CENTER
1513023542,1,12,1,120,120,1,60,120,1,120,60,TOP
1513023542,0,11,2,60,120,2,120,120,1,120,60,CENTER
1513023542,1,7,2,60,120,1,60,120,1,120,60,CENTER
1513023542,1,19,1,120,60,2,60,120,2,120,60,BOTTOM
1513023542,0,36,1,60,120,2,60,120,1,120,60,TOP
1513023542,2,3,1,120,120,2,60,120,2,120,60,TOP
1513023542,0,21,1,60,120,1,120,120,1,120,60,CENTER
1513023542,1,27,2,60,120,1,120,60,2,120,60,CENTER
1513023542,2,25,1,60,120,1,120,60,1,120,120,TOP
1513023542,1,32,1,120,120,2,60,120,1,60,120,TOP
1513023542,1,14,1,120,60,1,60,120,1,120,120,CENTER
1513023542,0,1,2,60,120,1,60,120,1,120,60,CENTER
1513026709,1,31,1,120,60,2,120,60,2,120,120,TOP
1513026709,1,6,1,60,120,2,60,120,1,120,120,BOTTOM
1513026709,0,13,1,120,60,2,120,120,1,60,120,TOP
1513026709,2,32,2,120,120,2,120,60,2,60,120,TOP
1513026709,2,17,2,60,120,1,60,120,1,120,60,TOP
1513026709,2,5,1,120,60,1,120,120,1,60,120,CENTER
1513026709,1,29,2,120,120,2,120,60,1,120,120,BOTTOM
1513026709,0,23,1,120,120,2,120,120,1,120,60,TOP
1513026709,2,22,1,60,120,2,120,120,1,120,120,CENTER
1513026709,2,35,1,120,60,2,120,120,1,120,120,CENTER
1513026709,1,24,1,120,120,2,120,60,1,120,60,TOP
1513026709,2,20,2,120,60,2,60,120,1,120,60,CENTER
1513026709,1,4,2,120,60,1,120,60,1,60,120,BOTTOM
1513026709,2,2,2,120,120,2,60,120,1,120,120,TOP
1513026709,1,14,1,120,60,1,120,120,2,60,120,CENTER
1513026709,2,27,1,60,120,2,60,120,2,120,120,BOTTOM
1513026709,2,7,2,60,120,1,120,60,2,120,120,BOTTOM
1513026709,1,1,2,60,120,1,60,120,1,120,60,CENTER
1513026709,0,8,2,60,120,1,60,120,2,120,60,BOTTOM
1513026709,2,10,1,120,120,1,60,120,2,60,120,TOP
1513026709,2,12,1,120,60,2,120,60,1,120,120,BOTTOM
1513026709,2,30,2,60,120,1,120,120,1,60,120,CENTER
1513026709,0,33,1,120,120,1,60,120,2,120,60,TOP
1513026709,0,18,1,120,60,1,120,120,2,60,120,CENTER
1513026709,1,21,1,120,120,2,120,120,1,60,120,CENTER
1513026709,1,34,1,120,120,1,60,120,1,120,60,TOP
1513026709,1,9,2,60,120,1,120,60,2,120,120,BOTTOM
1513026709,0,3,2,60,120,1,120,60,1,60,120,TOP
1513026709,1,36,1,120,120,2,60,120,1,60,120,TOP
1513026709,2,15,1,120,120,1,120,60,2,120,60,TOP
1513026709,2,25,2,60,120,1,120,60,1,120,120,BOTTOM
1513026709,0,28,1,120,60,2,120,120,2,120,60,CENTER
1513026709,1,26,2,120,60,2,120,120,1,60,120,CENTER
1513026709,1,19,2,120,60,2,60,120,1,120,120,BOTTOM
1513026709,1,16,1,60,120,2,60,120,1,120,120,BOTTOM
1513026709,1,11,2,120,60,1,120,60,1,120,120,BOTTOM
1516198991,1,7,1,60,120,2,120,120,2,120,60,TOP
1516198991,1,2,2,120,120,2,120,60,1,120,120,BOTTOM
1516198991,0,14,2,60,120,2,120,60,1,120,120,BOTTOM
1516198991,1,17,2,120,60,1,120,120,2,60,120,CENTER
1516198991,2,26,1,60,120,2,120,120,2,120,60,CENTER
1516198991,1,27,1,120,60,2,60,120,1,60,120,BOTTOM
1516198991,2,21,2,120,120,1,60,120,1,120,60,TOP
1516198991,1,15,1,120,120,2,60,120,2,120,60,TOP
1516198991,1,25,1,120,120,1,120,60,2,120,120,TOP
1516198991,2,23,1,120,60,2,120,120,1,120,120,CENTER
1516198991,0,19,1,60,120,2,120,60,1,120,120,CENTER
1516198991,0,29,2,120,60,1,60,120,2,60,120,CENTER
1516198991,1,10,1,120,60,1,60,120,2,60,120,TOP
1516198991,2,33,2,120,60,1,120,60,1,120,120,TOP
1516198991,2,18,2,120,120,1,60,120,2,60,120,TOP
1516198991,1,22,2,120,60,2,120,120,1,120,120,BOTTOM
1516198991,2,13,1,60,120,1,120,60,2,120,60,BOTTOM
1516198991,1,5,1,120,120,2,120,120,1,60,120,TOP
1516198991,2,28,1,60,120,2,120,60,2,60,120,BOTTOM
1516198991,0,9,2,60,120,1,60,120,2,120,60,CENTER
1516198991,2,1,2,120,60,1,60,120,1,120,60,TOP
1516198991,1,30,1,60,120,2,120,60,1,120,60,BOTTOM
1516198991,1,32,2,120,60,1,120,120,2,60,120,CENTER
1516198991,0,4,2,120,60,1,60,120,1,120,120,TOP
1516198991,2,6,1,60,120,2,60,120,1,120,60,CENTER
1516198991,2,36,2,60,120,1,60,120,2,120,60,TOP
1516198991,2,16,1,60,120,2,120,60,1,120,120,CENTER
1516198991,1,12,2,60,120,1,120,120,1,60,120,CENTER
1516198991,0,24,1,120,120,1,60,120,1,120,60,TOP
1516198991,2,3,1,120,60,2,120,60,2,60,120,BOTTOM
1516198991,0,34,2,120,120,1,120,60,1,60,120,TOP
1516198991,1,20,1,120,120,1,120,60,2,120,120,TOP
1516198991,2,31,2,60,120,2,120,60,2,120,120,BOTTOM
1516198991,2,8,2,120,60,1,120,60,1,120,120,TOP
1516198991,1,35,2,60,120,2,120,60,1,120,120,BOTTOM
1516198991,2,11,1,120,120,1,120,60,1,60,120,TOP
1516199325,2,2,2,120,120,2,60,120,1,60,120,TOP
1516199325,0,5,1,60,120,1,120,60,1,120,120,BOTTOM
1516199325,0,30,2,60,120,1,120,60,2,120,120,BOTTOM
1516199325,0,25,2,120,120,1,120,60,2,120,60,TOP
1516199325,1,33,1,120,120,1,60,120,2,120,120,CENTER
1516199325,2,29,2,120,60,1,120,60,2,120,120,BOTTOM
1516199325,1,23,2,120,120,2,60,120,1,60,120,BOTTOM
1516199325,2,22,2,120,120,2,60,120,1,120,60,TOP
1516199325,0,35,2,120,60,1,120,60,2,120,120,TOP
1516199325,1,8,2,120,120,1,120,120,1,120,60,CENTER
1516199325,2,32,2,120,120,1,120,120,2,120,60,TOP
1516199325,1,21,1,120,120,1,60,120,1,120,60,TOP
1516199325,0,20,2,60,120,1,60,120,2,120,120,CENTER
1516199325,1,13,2,120,120,1,60,120,2,120,60,CENTER
1516199325,2,24,1,120,60,1,120,120,2,120,60,BOTTOM
1516199325,1,31,1,120,60,1,120,120,2,60,120,CENTER
1516199325,1,1,1,120,60,2,60,120,2,120,120,TOP
1516199325,1,36,1,60,120,2,60,120,1,120,60,BOTTOM
1516199325,2,9,1,120,60,1,120,120,2,120,120,BOTTOM
1516199325,1,26,1,60,120,1,120,60,2,120,60,CENTER
1516199325,2,19,1,120,120,1,120,60,2,120,60,BOTTOM
1516199325,1,16,2,60,120,1,120,60,2,120,120,CENTER
1516199325,2,7,2,60,120,2,120,60,1,120,120,CENTER
1516199325,1,18,2,120,120,1,60,120,2,60,120,CENTER
1516199325,0,15,2,120,120,2,60,120,1,120,120,BOTTOM
1516199325,1,3,1,120,60,2,120,60,1,120,120,BOTTOM
1516199325,2,17,2,120,60,1,120,120,2,120,120,BOTTOM
1516199325,2,14,1,120,120,2,120,120,1,60,120,CENTER
1516199325,2,34,2,120,60,1,60,120,1,120,60,TOP
1516199325,2,12,2,120,120,1,60,120,1,120,120,TOP
1516199325,1,28,2,60,120,2,120,120,2,120,60,CENTER
1516199325,1,6,2,60,120,2,120,60,1,60,120,BOTTOM
1516199325,0,10,2,120,120,1,60,120,1,120,120,TOP
1516199325,2,4,2,120,60,1,120,60,2,120,120,BOTTOM
1516199325,2,27,1,120,120,1,120,60,2,120,60,BOTTOM
1516199325,1,11,1,120,60,1,60,120,2,60,120,CENTER
1516199706,1,18,1,60,120,2,120,60,2,60,120,TOP
1516199706,2,11,1,60,120,2,120,60,1,120,120,CENTER
1516199706,2,19,2,120,120,2,120,60,1,60,120,TOP
1516199706,1,3,2,120,60,1,120,120,1,60,120,CENTER
1516199706,2,31,2,120,120,2,120,60,2,60,120,CENTER
1516199706,1,33,1,60,120,1,120,120,1,120,60,CENTER
1516199706,0,12,2,120,60,1,60,120,2,60,120,CENTER
1516199706,1,8,2,120,60,1,120,120,2,60,120,CENTER
1516199706,1,5,2,120,120,1,120,60,2,60,120,CENTER
1516199706,2,9,2,60,120,1,120,120,1,120,60,TOP
1516199706,1,23,1,120,120,2,60,120,2,120,120,TOP
1516199706,1,30,2,120,120,1,120,120,2,60,120,CENTER
1516199706,2,14,1,120,60,2,120,120,2,60,120,CENTER
1516199706,1,15,1,60,120,1,120,60,2,120,120,TOP
1516199706,2,26,1,120,60,2,60,120,1,60,120,CENTER
1516199706,2,16,2,120,120,2,120,60,2,60,120,CENTER
1516199706,2,36,1,120,60,1,60,120,1,120,120,CENTER
1516199706,1,20,1,120,120,1,120,60,1,60,120,CENTER
1516199706,1,25,2,120,60,1,120,120,1,120,60,CENTER
1516199706,0,32,1,60,120,2,120,120,1,120,120,BOTTOM
1516199706,0,17,1,120,120,1,120,60,2,60,120,TOP
1516199706,0,2,1,60,120,2,120,120,1,120,60,CENTER
1516199706,0,7,2,120,60,2,60,120,1,120,60,TOP
1516199706,0,22,2,120,120,2,60,120,1,120,60,BOTTOM
1516199706,0,27,2,60,120,1,120,60,1,60,120,CENTER
1516199706,2,4,2,120,60,2,120,120,1,60,120,TOP
1516199706,2,1,1,60,120,2,60,120,2,120,60,CENTER
1516199706,1,13,2,120,120,1,120,120,1,60,120,CENTER
1516199706,2,21,2,120,120,1,60,120,1,120,60,TOP
1516199706,1,28,1,60,120,2,120,60,2,60,120,TOP
1516199706,2,6,1,60,120,2,60,120,1,120,60,CENTER
1516199706,2,34,2,120,120,2,60,120,1,120,120,TOP
1516199706,2,24,1,120,60,2,60,120,1,60,120,CENTER
1516199706,2,29,2,120,60,2,120,120,1,120,120,CENTER
1516199706,1,35,2,60,120,2,120,120,2,120,60,CENTER
1516199706,1,10,2,60,120,1,120,120,2,120,120,CENTER
1516199854,2,14,1,60,120,1,120,120,2,120,120,BOTTOM
1516199854,1,1,1,120,120,2,120,60,2,60,120,TOP
1516199854,2,12,2,120,60,1,120,60,1,60,120,TOP
1516199854,0,25,1,60,120,2,60,120,2,120,60,CENTER
1516199854,2,9,1,120,120,1,120,60,2,60,120,TOP
1516199854,1,23,1,120,120,1,120,60,2,120,120,TOP
1516199854,2,32,2,60,120,1,60,120,2,120,60,BOTTOM
1516199854,1,8,1,60,120,1,120,120,2,120,60,CENTER
1516199854,0,5,2,120,120,1,120,60,2,60,120,TOP
1516199854,0,20,2,120,60,2,120,120,1,60,120,CENTER
1516199854,1,3,2,60,120,1,60,120,1,120,60,BOTTOM
1516199854,0,35,2,120,120,1,60,120,2,60,120,TOP
1516199854,1,11,2,60,120,2,120,60,1,60,120,BOTTOM
1516199854,1,28,2,120,120,2,60,120,1,60,120,TOP
1516199854,2,7,1,120,60,2,60,120,2,120,60,BOTTOM
1516199854,2,24,1,60,120,1,120,60,1,120,120,BOTTOM
1516199854,0,15,2,120,60,1,120,120,1,60,120,CENTER
1516199854,1,6,2,120,60,2,60,120,2,120,120,BOTTOM
1516199854,2,29,1,120,60,2,120,120,1,120,120,CENTER
1516199854,2,19,1,120,60,2,60,120,1,60,120,CENTER
1516199854,2,22,1,120,60,1,120,120,2,60,120,BOTTOM
1516199854,0,30,2,120,120,2,60,120,1,120,120,BOTTOM
1516199854,1,13,2,120,60,2,120,120,1,120,60,BOTTOM
1516199854,1,16,1,120,60,2,60,120,1,120,120,TOP
1516199854,1,26,1,120,120,1,60,120,2,60,120,CENTER
1516199854,1,21,1,120,60,2,120,120,1,60,120,BOTTOM
1516199854,2,4,2,60,120,1,120,120,2,120,120,BOTTOM
1516199854,1,33,2,120,60,1,120,120,2,120,120,CENTER
1516199854,2,27,1,60,120,2,60,120,2,120,120,CENTER
1516199854,1,31,1,120,60,1,60,120,1,120,120,CENTER
1516199854,0,10,1,120,120,1,60,120,2,60,120,TOP
1516199854,2,17,1,120,120,1,120,60,2,120,120,BOTTOM
1516199854,2,34,1,120,60,1,60,120,2,120,60,BOTTOM
1516199854,1,36,1,120,60,1,60,120,2,60,120,CENTER
1516199854,2,2,2,60,120,1,60,120,1,120,120,BOTTOM
1516199854,1,18,2,120,60,1,60,120,1,120,120,TOP
1516199862,2,3,2,120,60,1,120,120,2,60,120,CENTER
1516199862,2,18,2,60,120,2,120,60,1,60,120,CENTER
