SUB,WORD_ORDER,ITEM,ORDER_TOP,SIZE_A_TOP,SIZE_B_TOP,ORDER_CENTER,SIZE_A_CENTER,SIZE_B_CENTER,ORDER_BOTTOM,SIZE_A_BOTTOM,SIZE_B_BOTTOM,CHOICE
1516232290,1,26,2,120,120,1,120,60,1,120,120,BOTTOM
1516232290,1,33,1,120,60,2,120,120,1,60,120,CENTER
1516232290,2,32,1,120,120,1,60,120,1,120,60,TOP
1516232290,0,15,2,120,60,1,120,60,1,120,120,BOTTOM
1516232290,1,31,1,120,60,1,60,120,2,120,60,BOTTOM
1516232290,2,4,2,120,60,1,120,120,1,60,120,CENTER
1516232290,1,21,1,120,60,2,60,120,2,120,60,TOP
1516232290,1,3,2,120,60,1,120,60,1,60,120,BOTTOM
1516232290,1,28,2,120,120,1,60,120,1,120,60,TOP
1516232290,2,12,1,60,120,1,120,120,1,120,60,CENTER
1516232290,2,24,2,120,120,1,60,120,1,120,60,TOP
1516232290,2,27,1,120,60,2,60,120,1,120,120,TOP
1516232290,2,19,1,60,120,1,120,60,2,60,120,BOTTOM
1516232290,0,25,1,120,60,2,120,60,2,60,120,TOP
1516232290,1,16,1,120,120,1,60,120,2,120,120,TOP
1516232290,1,8,2,60,120,1,120,120,1,60,120,CENTER
1516232290,1,18,2,120,60,2,60,120,1,120,120,BOTTOM
1516232290,0,10,2,120,60,2,120,120,1,120,60,CENTER
1516232290,2,17,2,120,120,1,120,120,1,120,60,TOP
1516232290,1,11,1,60,120,2,120,120,2,120,60,CENTER
1516232290,0,35,1,120,60,2,120,60,2,60,120,TOP
1516232290,2,14,1,120,120,1,120,60,2,60,120,CENTER
1516232541,1,27,1,120,60,2,120,60,1,120,120,TOP
1516232541,2,36,1,60,120,2,120,60,2,60,120,TOP
1516232541,1,7,1,60,120,2,120,120,2,60,120,TOP
1516232541,2,11,2,60,120,2,120,120,1,60,120,CENTER
1516232541,2,6,2,120,120,2,60,120,2,120,60,TOP
1516232541,1,17,1,60,120,2,120,60,1,120,60,BOTTOM
1516232541,1,20,1,120,60,1,120,120,2,60,120,CENTER
1516232541,0,4,1,60,120,2,120,120,2,60,120,CENTER
1516232541,2,31,2,120,60,1,120,120,2,60,120,BOTTOM
1516232541,2,18,1,120,120,2,120,60,1,60,120,CENTER
1516232541,1,32,1,120,60,2,120,60,1,120,120,BOTTOM
1516232541,1,25,1,120,60,1,60,120,2,60,120,TOP
1516232541,1,2,1,120,60,2,120,60,1,60,120,TOP
1516232541,1,35,2,120,60,1,60,120,2,120,120,CENTER
1516232541,2,26,2,60,120,1,60,120,1,120,120,TOP
1516232541,0,24,1,120,60,2,120,120,2,60,120,CENTER
1516232541,2,1,1,120,60,1,60,120,2,60,120,TOP
1516232541,2,23,2,120,60,1,120,120,1,60,120,TOP
1516232541,0,9,1,120,60,2,120,120,1,60,120,CENTER
1516232541,1,30,2,60,120,1,120,120,2,120,60,CENTER
1516232541,0,14,2,60,120,2,120,120,1,120,120,BOTTOM
1516232541,2,8,1,60,120,1,120,60,2,60,120,BOTTOM
1516232541,2,33,2,120,60,1,120,120,1,120,60,TOP
1516232541,1,15,2,120,60,1,60,120,2,60,120,CENTER
1516232541,2,28,1,120,60,1,60,120,2,60,120,BOTTOM
1516232541,2,21,1,60,120,2,60,120,1,120,120,CENTER
1516232541,2,16,1,120,120,2,60,120,1,120,60,CENTER
1516232541,1,12,1,120,120,1,60,120,2,60,120,TOP
1516232541,0,29,1,60,120,2,120,120,2,120,60,CENTER
1516232541,1,10,2,120,60,2,60,120,2,120,120,BOTTOM
1516232541,2,3,2,120,60,1,120,120,2,120,120,BOTTOM
1516232541,0,34,2,120,60,1,120,120,2,120,120,CENTER
1516232541,1,5,2,120,60,1,120,120,2,120,120,CENTER
1516232541,1,22,2,60,120,1,120,120,1,60,120,CENTER
1516232541,2,13,1,120,120,2,60,120,1,60,120,CENTER
1516232541,0,19,1,120,120,2,120,120,2,60,120,TOP
1516232739,0,14,2,120,60,2,60,120,1,120,60,TOP
1516232739,1,2,1,120,120,1,60,120,2,120,60,BOTTOM
1516232739,2,23,1,60,120,2,120,60,2,60,120,BOTTOM
1516232739,0,24,2,120,60,2,120,120,1,120,120,CENTER
1516232739,2,16,1,120,60,2,60,120,2,120,120,BOTTOM
1516232739,2,18,2,120,120,1,120,120,1,120,60,TOP
1516232739,2,6,1,120,60,1,120,120,2,120,60,BOTTOM
1516232739,0,4,2,60,120,1,120,120,1,60,120,BOTTOM
1516232739,1,25,2,60,120,2,120,120,1,60,120,BOTTOM
1516232739,0,19,2,120,60,1,60,120,2,60,120,CENTER
1516232739,2,3,2,60,120,2,120,60,1,120,120,BOTTOM
1516232739,2,36,2,120,60,1,120,60,2,60,120,TOP
1516232739,1,5,1,120,60,2,120,60,2,120,120,CENTER
1516232739,2,31,1,60,120,1,120,60,2,60,120,BOTTOM
1516232739,1,35,1,60,120,2,120,120,2,120,60,TOP
1516232739,1,7,1,120,120,2,60,120,1,60,120,TOP
1516232739,1,15,2,60,120,1,60,120,2,120,120,CENTER
1516232739,2,11,1,120,60,1,60,120,1,120,120,BOTTOM
1516232739,0,9,2,60,120,1,120,60,1,60,120,TOP
1516232739,0,29,2,120,60,2,120,120,2,60,120,CENTER
1516232739,1,12,1,120,120,1,60,120,1,120,60,BOTTOM
1516232739,1,20,2,120,60,2,120,120,1,120,60,BOTTOM
1516232739,2,28,1,120,60,1,60,120,2,60,120,CENTER
1516232739,2,8,1,120,120,1,120,60,1,60,120,CENTER
1516232739,0,34,1,60,120,1,120,120,2,120,120,CENTER
1516232739,2,1,1,120,60,2,120,120,1,60,120,CENTER
1516232739,2,13,2,60,120,1,120,60,2,120,60,CENTER
1516232739,1,32,1,120,120,2,60,120,1,120,60,BOTTOM
1516232739,2,26,2,60,120,2,120,60,2,120,120,TOP
1516232739,2,33,1,120,120,2,120,120,2,120,60,TOP
1516232739,1,27,2,60,120,1,60,120,2,120,60,CENTER
1516232739,1,30,1,60,120,1,120,60,2,120,120,CENTER
1516232739,1,17,2,60,120,1,120,60,2,120,120,BOTTOM
1516232739,1,10,1,60,120,2,120,60,1,120,120,BOTTOM
1516232739,1,22,2,120,60,1,60,120,1,120,120,BOTTOM
1516232739,2,21,2,120,120,1,120,120,1,60,120,CENTER
1516233094,1,8,1,60,120,1,120,120,2,120,120,CENTER
1516233094,1,23,1,120,60,2,60,120,1,120,120,BOTTOM
1516233094,2,19,1,60,120,2,120,120,2,120,60,CENTER
1516233094,2,22,1,120,60,2,120,60,2,120,120,BOTTOM
1516233094,0,5,2,120,60,1,120,60,1,60,120,CENTER
1516233094,1,33,2,120,60,1,120,60,2,120,120,CENTER
1516233094,1,13,2,120,120,2,60,120,1,120,120,BOTTOM
1516233094,1,3,1,60,120,2,120,120,1,120,120,BOTTOM
1516233094,2,24,2,60,120,1,120,120,1,60,120,TOP
1516233094,2,17,2,120,120,1,120,60,1,120,120,TOP
1516233094,2,34,1,120,60,1,120,120,2,60,120,BOTTOM
1516233094,1,6,1,60,120,2,120,120,2,120,60,TOP
1516233094,1,28,1,60,120,2,120,120,2,120,60,TOP
1516233094,2,27,1,60,120,1,120,120,2,120,120,BOTTOM
1516233094,1,26,2,60,120,2,120,60,2,120,120,BOTTOM
1516233094,2,4,2,60,120,2,120,120,2,120,60,CENTER
1516233094,2,7,1,60,120,2,60,120,1,120,120,CENTER
1516233094,2,9,1,120,60,2,120,120,2,60,120,CENTER
1516233094,2,32,1,120,60,2,60,120,1,60,120,CENTER
1516233094,0,25,2,120,60,2,60,120,2,120,120,BOTTOM
1516233094,1,36,1,120,120,2,120,120,2,60,120,TOP
1516233094,2,2,1,120,120,2,120,60,2,120,120,BOTTOM
1516233094,2,14,1,120,120,2,120,60,2,120,120,BOTTOM
1516233094,2,12,2,120,60,1,120,120,2,120,120,BOTTOM
1516233094,1,1,1,60,120,1,120,120,2,120,120,CENTER
1516233094,1,16,2,60,120,1,120,120,1,120,60,BOTTOM
1516233094,1,18,1,60,120,2,120,60,2,120,120,BOTTOM
1516233094,0,15,2,120,120,1,120,60,2,120,60,TOP
1516233094,2,29,1,120,60,2,120,60,2,60,120,BOTTOM
1516233094,1,21,2,120,120,1,120,120,2,120,60,CENTER
1516233094,0,10,1,60,120,2,120,60,2,60,120,CENTER
1516233094,1,31,2,120,120,2,120,60,1,120,120,TOP
1516233094,0,20,2,120,60,1,120,120,2,60,120,CENTER
1516233094,0,30,2,120,120,1,120,60,2,120,60,TOP
1516233094,1,11,2,120,60,1,120,120,2,60,120,CENTER
1516233094,0,35,1,60,120,1,120,120,2,120,120,CENTER
1516233697,1,30,2,60,120,2,120,60,2,120,120,BOTTOM
1516233697,0,34,1,60,120,2,60,120,2,120,60,CENTER
1516233697,0,14,1,60,120,2,120,60,1,120,120,BOTTOM
1516233697,2,11,1,120,60,2,120,60,1,60,120,CENTER
1516233697,2,33,1,120,120,2,60,120,2,120,60,CENTER
1516233697,2,36,2,120,120,1,120,120,1,60,120,TOP
1516233697,2,23,2,120,120,2,60,120,1,60,120,TOP
1516233697,2,26,1,120,60,2,120,120,1,120,120,CENTER
1516233697,1,17,2,60,120,1,120,120,1,60,120,CENTER
1516233697,2,13,1,120,60,1,120,120,2,120,120,BOTTOM
1516233697,0,29,2,120,120,2,120,60,2,60,120,TOP
1516233697,1,35,1,120,120,1,60,120,2,120,60,TOP
1516233697,0,4,2,60,120,1,120,120,1,60,120,TOP
1516233697,2,16,2,60,120,1,120,120,1,120,60,CENTER
1516233697,1,2,2,120,120,1,120,60,1,60,120,CENTER
1516233697,1,5,1,120,60,2,60,120,2,120,60,TOP
1516233697,2,21,2,120,60,1,60,120,2,60,120,BOTTOM
1516233697,0,24,1,120,60,2,60,120,2,120,120,BOTTOM
1516233697,0,19,2,60,120,2,120,120,1,60,120,CENTER
1516233697,1,15,1,60,120,2,60,120,2,120,120,BOTTOM
1516233697,2,3,2,120,120,2,60,120,1,120,60,TOP
1516233697,1,10,1,120,60,2,120,120,1,60,120,TOP
1516233697,2,6,2,60,120,2,120,60,1,60,120,CENTER
1516233697,0,9,2,120,120,1,120,60,1,60,120,TOP
1516233697,1,27,1,120,120,2,120,120,2,120,60,TOP
1516233697,1,32,2,120,60,2,60,120,1,120,120,BOTTOM
1516233697,2,8,1,120,120,2,120,60,2,120,120,BOTTOM
1516233697,1,7,1,120,60,2,120,60,2,60,120,TOP
1516233697,2,31,2,120,60,2,60,120,1,120,60,CENTER
1516233697,2,28,1,120,60,1,60,120,2,60,120,TOP
1516233697,2,18,2,120,120,2,120,60,1,120,60,TOP
1516233697,1,20,2,120,60,1,120,120,1,120,60,CENTER
1516233697,2,1,2,60,120,2,120,120,2,120,60,CENTER
1516233697,1,25,2,120,60,2,60,120,2,120,120,BOTTOM
1516233697,1,12,1,120,120,2,60,120,2,120,60,TOP
1516233697,1,22,2,60,120,2,120,120,1,60,120,CENTER
1516234513,2,6,1,60,120,1,120,120,2,60,120,BOTTOM
1516234513,1,23,1,120,120,1,60,120,2,120,60,TOP
1516234513,2,34,1,60,120,2,120,120,2,120,60,CENTER
1516234513,2,19,1,60,120,2,60,120,2,120,120,BOTTOM
1516234513,2,4,1,120,120,2,120,120,1,120,60,CENTER
1516234513,1,33,2,120,60,1,120,60,1,60,120,BOTTOM
1516234513,1,28,1,120,60,2,120,120,2,120,60,TOP
1516234513,1,30,1,120,120,2,120,120,2,120,60,TOP
1516234513,2,29,2,60,120,1,60,120,1,120,60,TOP
1516234513,1,13,2,120,120,2,60,120,1,60,120,BOTTOM
1516234513,2,11,1,120,60,2,60,120,1,120,120,CENTER
1516234513,2,26,2,60,120,1,120,60,2,120,60,TOP
1516234513,2,21,1,60,120,2,120,120,1,120,60,CENTER
1516234513,2,24,1,120,120,1,60,120,2,60,120,BOTTOM
1516234513,1,8,2,60,120,2,120,120,2,120,60,BOTTOM
1516234513,0,12,2,120,60,1,120,120,1,120,60,CENTER
1516234513,2,14,1,60,120,1,120,60,2,120,60,BOTTOM
1516234513,2,9,1,60,120,1,120,60,2,60,120,BOTTOM
1516234513,0,32,2,120,60,1,60,120,2,60,120,TOP
1516234513,0,7,2,120,120,2,60,120,1,60,120,TOP
1516234513,1,15,1,60,120,2,60,120,2,120,60,TOP
1516234513,1,10,2,120,60,2,120,120,1,120,120,BOTTOM
1516234513,2,1,1,60,120,2,120,120,1,120,60,CENTER
1516234513,2,31,2,120,120,1,60,120,2,60,120,BOTTOM
1516234513,1,35,1,120,120,1,60,120,2,60,120,TOP
1516234513,0,27,1,120,120,2,60,120,2,120,120,CENTER
1516234513,0,2,2,120,120,1,120,120,1,120,60,BOTTOM
1516234513,0,17,2,120,120,1,120,120,1,120,60,TOP
1516234513,1,18,1,120,120,2,60,120,2,120,60,TOP
1516234513,1,5,2,120,120,2,60,120,2,120,60,TOP
1516234513,1,3,2,120,60,2,60,120,1,60,120,BOTTOM
1516234513,2,36,1,120,60,1,60,120,2,120,60,CENTER
1516234513,1,20,1,120,120,2,120,60,1,60,120,TOP
1516234513,0,22,1,120,120,1,60,120,2,120,60,CENTER
1516234513,2,16,1,120,120,1,60,120,2,120,60,BOTTOM
1516234513,1,25,2,60,120,2,120,60,2,120,120,BOTTOM
1516235997,0,16,1,120,120,2,120,120,1,60,120,CENTER
1516235997,1,24,2,120,60,2,60,120,1,60,120,BOTTOM
1516235997,2,25,1,120,60,2,60,120,2,120,120,BOTTOM
1516235997,2,20,1,60,120,1,120,60,2,60,120,BOTTOM
1516235997,0,11,2,120,120,1,120,60,2,60,120,TOP
1516235997,0,1,2,120,60,1,120,120,2,120,120,CENTER
1516235997,1,19,1,120,60,1,120,120,1,60,120,CENTER
1516235997,2,18,1,120,120,1,120,60,1,60,120,CENTER
1516235997,2,13,1,120,60,2,120,120,2,120,60,BOTTOM
1516235997,1,22,1,60,120,2,120,120,2,60,120,TOP
1516235997,2,35,1,120,60,1,120,120,2,60,120,BOTTOM
1516235997,1,17,2,120,60,1,120,120,2,120,120,CENTER
1516235997,1,14,2,120,60,2,60,120,2,120,120,TOP
1516235997,2,33,2,120,120,2,60,120,1,120,120,TOP
1516235997,1,9,2,120,120,1,60,120,1,120,60,BOTTOM
1516235997,1,29,1,60,120,1,120,120,2,60,120,TOP
1516235997,1,7,1,60,120,2,120,120,1,120,120,BOTTOM
1516235997,2,8,2,120,120,1,60,120,1,120,60,TOP
1516235997,1,2,2,120,120,2,60,120,1,60,120,BOTTOM
1516235997,1,32,1,120,60,1,60,120,2,120,120,TOP
1516235997,2,15,2,120,60,2,60,120,1,120,60,CENTER
1516235997,0,31,2,120,120,1,120,60,1,60,120,TOP
1516235997,1,12,1,60,120,2,120,120,2,120,60,TOP
1516235997,2,3,1,120,120,2,60,120,2,120,120,BOTTOM
1516235997,2,30,2,60,120,1,60,120,1,120,60,TOP
1516235997,2,23,1,120,120,2,120,60,2,120,120,BOTTOM
1516235997,0,6,2,120,120,1,120,120,1,120,60,BOTTOM
1516235997,1,4,1,120,60,1,60,120,2,120,120,CENTER
1516235997,1,34,1,120,120,2,120,120,1,120,60,BOTTOM
1516235997,0,26,2,120,60,1,60,120,2,60,120,CENTER
1516235997,2,28,1,120,60,1,60,120,2,120,60,BOTTOM
1516235997,0,21,1,60,120,2,120,120,2,60,120,TOP
1516235997,2,10,1,120,60,1,120,120,1,60,120,TOP
1516235997,2,5,1,120,120,1,120,60,2,120,120,BOTTOM
1516235997,1,27,2,60,120,1,120,120,2,120,120,CENTER
1516235997,0,36,1,120,120,2,120,120,2,60,120,BOTTOM
1516237347,1,33,2,120,60,1,120,60,1,120,120,BOTTOM
1516237347,1,3,1,60,120,2,60,120,2,120,120,TOP
1516237347,0,5,1,120,120,1,120,60,1,60,120,TOP
1516237347,1,13,2,60,120,1,120,60,2,120,120,CENTER
1516237347,1,21,1,120,120,1,120,60,2,60,120,TOP
1516237347,2,19,2,120,120,1,60,120,2,60,120,TOP
1516237347,1,23,2,120,120,1,120,120,1,60,120,CENTER
1516237347,0,10,2,60,120,2,120,120,2,120,60,CENTER
1516237347,2,24,2,120,120,1,60,120,1,120,120,TOP
1516237347,2,4,2,120,120,1,120,120,2,120,60,TOP
1516237347,1,26,1,120,60,1,120,120,2,60,120,CENTER
1516237347,0,20,1,120,120,2,60,120,2,120,120,TOP
1516237347,2,14,2,60,120,2,120,60,1,120,120,TOP
1516237347,2,29,2,120,120,1,120,120,2,60,120,BOTTOM
1516237347,1,36,2,120,60,2,120,120,2,60,120,CENTER
1516237347,1,28,1,120,60,1,120,120,2,120,60,CENTER
1516237347,2,9,1,120,60,2,120,60,1,120,120,CENTER
1516237347,0,25,2,120,60,2,120,120,1,60,120,CENTER
1516237347,0,30,1,120,120,2,120,120,2,60,120,TOP
1516237347,2,32,2,120,120,2,60,120,2,120,60,TOP
1516237347,2,27,2,120,120,1,60,120,1,120,60,TOP
1516237347,1,11,2,120,60,2,60,120,1,120,120,BOTTOM
1516237347,2,17,2,60,120,2,120,60,1,60,120,TOP
1516237347,2,34,1,120,120,1,60,120,1,120,60,BOTTOM
1516237347,1,18,1,120,120,1,120,60,1,60,120,CENTER
1516237347,0,15,2,120,60,2,120,120,1,120,60,CENTER
1516237347,1,1,1,60,120,1,120,120,2,60,120,CENTER
1516237347,0,35,2,60,120,2,120,120,1,60,120,CENTER
1516237347,1,6,1,60,120,1,120,120,1,120,60,CENTER
1516237347,1,8,2,60,120,1,120,120,2,120,60,CENTER
1516237347,2,12,1,60,120,2,120,120,1,120,120,CENTER
1516237347,1,16,1,60,120,1,120,120,1,120,60,CENTER
1516237347,2,22,1,120,120,1,60,120,2,60,120,BOTTOM
1516237347,2,2,1,60,120,2,60,120,1,120,60,BOTTOM
1516237347,2,7,1,120,60,2,120,60,2,60,120,TOP
1516237347,1,31,2,120,120,1,120,120,1,120,60,CENTER
1516292772,2,20,1,120,60,2,60,120,1,120,120,CENTER
1516292772,2,35,2,120,120,2,60,120,1,60,120,TOP
1516292772,1,17,1,120,60,1,120,120,2,120,120,CENTER
1516292772,2,10,2,120,60,1,60,120,2,60,120,BOTTOM
1516292772,2,25,2,120,120,1,120,120,1,60,120,TOP
1516292772,2,33,1,60,120,2,60,120,2,120,60,CENTER
1516292772,1,27,2,120,120,1,120,120,2,60,120,CENTER
1516292772,1,14,2,120,60,1,60,120,2,120,120,CENTER
1516292772,2,30,2,120,120,1,60,120,1,120,60,TOP
1516292772,0,1,2,120,60,2,120,120,1,60,120,CENTER
1516292772,1,22,1,120,120,2,120,60,2,120,120,TOP
1516292772,1,2,2,60,120,1,60,120,2,120,120,CENTER
1516292772,1,34,2,60,120,1,120,60,1,60,120,CENTER
1516292772,2,28,1,120,120,2,60,120,1,60,120,CENTER
1516292772,0,21,1,120,120,2,120,60,2,120,120,TOP
1516292772,0,31,2,120,120,2,60,120,1,120,120,TOP
1516292772,1,29,1,60,120,1,120,60,2,120,60,TOP
1516292772,1,12,2,60,120,2,120,120,1,120,60,BOTTOM
1516292772,1,4,2,60,120,1,120,120,2,120,60,CENTER
1516292772,2,18,1,120,60,2,60,120,2,120,60,CENTER
1516292772,0,11,2,120,60,1,120,60,1,60,120,CENTER
1516292772,2,15,2,120,60,2,120,120,1,60,120,CENTER
1516292772,2,23,1,60,120,2,60,120,2,120,60,CENTER
1516292772,2,5,2,120,120,1,120,120,1,120,60,TOP
1516292772,2,3,2,60,120,1,120,60,1,120,120,TOP
1516292772,1,24,1,60,120,1,120,60,2,60,120,CENTER
1516292772,1,7,1,120,120,2,60,120,2,120,60,TOP
1516292772,0,26,2,120,60,1,120,60,2,60,120,CENTER
1516292772,0,6,2,60,120,2,120,60,1,120,60,CENTER
1516292772,1,32,1,120,60,2,120,120,1,60,120,TOP
1516292772,2,8,2,120,60,1,120,120,1,120,60,TOP
1516292772,1,9,1,120,120,2,120,120,1,120,60,TOP
1516292772,0,36,2,120,60,2,60,120,2,120,120,TOP
1516292772,1,19,1,60,120,2,120,60,2,120,120,TOP
1516292772,0,16,2,120,60,2,60,120,1,120,60,TOP
1516292772,2,13,2,120,60,1,60,120,2,120,120,TOP
1516292803,2,5,1,120,60,2,60,120,2,120,120,BOTTOM
1516292803,1,29,1,60,120,2,120,120,1,120,120,BOTTOM
1516292803,0,33,1,120,120,1,60,120,2,120,60,TOP
1516292803,2,2,1,60,120,1,120,60,2,120,60,BOTTOM
1516292803,0,18,1,120,60,2,120,60,2,120,120,BOTTOM
1516292803,2,20,1,120,120,2,60,120,1,60,120,CENTER
1516292803,2,22,1,60,120,1,120,60,2,120,60,BOTTOM
1516292803,2,15,2,60,120,2,120,120,1,60,120,CENTER
1516292803,1,14,1,120,60,2,60,120,1,120,120,BOTTOM
1516292803,0,8,1,120,120,1,120,60,2,120,120,TOP
1516292803,1,16,2,60,120,1,120,120,2,120,120,CENTER
1516292803,1,34,2,60,120,2,120,60,2,120,120,BOTTOM
1516292803,1,6,2,120,60,1,120,60,2,60,120,CENTER
1516292803,1,11,2,120,120,2,120,60,1,60,120,BOTTOM
1516292803,1,24,2,60,120,2,120,60,1,120,120,BOTTOM
1516292803,0,23,2,120,120,1,120,120,2,120,60,CENTER
1516292803,2,30,1,120,60,2,120,120,2,120,60,CENTER
1516292803,1,4,2,60,120,1,120,60,2,120,60,CENTER
1516292803,1,31,1,60,120,2,120,120,1,120,60,TOP
1516292803,1,9,2,60,120,1,120,120,2,120,120,CENTER
1516292803,2,17,1,120,60,2,60,120,2,120,60,CENTER
1516292803,0,13,2,120,120,2,120,60,2,60,120,TOP
1516292803,2,25,2,120,60,1,120,120,1,120,60,TOP
1516292803,0,3,2,120,60,1,120,60,1,120,120,BOTTOM
1516292803,2,10,2,120,60,1,120,60,2,120,120,BOTTOM
1516292803,1,19,1,120,120,2,120,60,1,60,120,TOP
1516292803,2,7,2,120,60,1,60,120,2,60,120,BOTTOM
1516292803,1,1,1,60,120,2,120,120,1,120,120,BOTTOM
1516292803,2,35,2,120,120,1,120,60,2,60,120,TOP
1516292803,2,32,1,120,120,2,120,120,1,60,120,CENTER
1516292803,0,28,2,120,120,2,60,120,2,120,60,TOP
1516292803,1,36,2,120,60,1,120,60,2,120,120,CENTER
1516292803,1,26,2,60,120,2,120,120,1,60,120,BOTTOM
1516292803,2,27,1,120,60,2,120,60,1,60,120,CENTER
1516292803,2,12,2,60,120,2,120,120,1,120,120,CENTER
1516292803,1,21,2,60,120,1,120,60,2,120,60,CENTER
1516292936,1,35,1,60,120,2,120,120,2,60,120,TOP
1516292936,2,4,2,120,120,1,120,120,1,60,120,TOP
1516292936,1,33,1,120,120,2,120,60,1,120,60,TOP
1516292936,2,19,2,120,60,2,60,120,1,120,120,CENTER
1516292936,2,6,1,120,120,2,60,120,1,60,120,CENTER
1516292936,0,27,2,120,60,1,120,60,2,120,120,TOP
1516292936,2,1,1,60,120,1,120,120,2,120,120,BOTTOM
1516292936,0,2,1,120,120,1,60,120,2,120,120,BOTTOM
1516292936,2,24,2,120,120,2,60,120,1,60,120,TOP
1516292936,1,3,1,120,120,2,120,60,1,60,120,TOP
1516292936,1,10,2,60,120,2,120,120,2,120,60,CENTER
1516292936,2,29,2,60,120,1,120,60,2,120,60,TOP
1516292936,1,28,2,120,60,2,60,120,1,120,60,BOTTOM
1516292936,2,9,1,120,120,1,120,60,2,120,60,BOTTOM
1516292936,2,36,1,120,120,2,60,120,2,120,60,BOTTOM
1516292936,2,31,1,120,60,2,60,120,1,60,120,CENTER
1516292936,2,21,2,120,120,1,120,120,1,120,60,TOP
1516292936,0,7,1,120,60,1,120,120,2,120,60,BOTTOM
1516292936,1,30,2,60,120,2,120,60,2,120,120,BOTTOM
1516292936,2,26,2,60,120,1,120,60,2,120,60,TOP
1516292936,1,8,1,60,120,1,120,120,2,120,60,CENTER
1516292936,1,25,1,120,60,2,120,60,1,60,120,TOP
1516292936,0,17,2,120,60,2,120,120,1,120,60,BOTTOM
1516292936,1,20,1,120,60,2,120,120,2,60,120,TOP
1516292936,0,22,2,120,120,1,60,120,1,120,60,TOP
1516292936,2,16,2,60,120,1,60,120,2,120,120,BOTTOM
1516292936,2,34,2,60,120,1,120,60,2,120,120,BOTTOM
1516292936,2,11,2,120,60,2,60,120,1,60,120,CENTER
1516292936,1,15,2,120,120,1,120,120,2,120,60,CENTER
1516292936,1,13,1,120,60,2,60,120,2,120,120,TOP
1516292936,1,23,1,120,60,2,120,60,1,120,120,BOTTOM
1516292936,1,5,2,120,60,1,120,120,1,60,120,CENTER
1516292936,0,12,1,60,120,2,120,120,1,120,120,CENTER
1516292936,0,32,1,120,60,2,120,120,2,60,120,TOP
1516292936,1,18,1,120,60,2,120,120,2,60,120,TOP
1516292936,2,14,1,120,60,2,60,120,1,120,120,CENTER
1516293006,2,28,1,60,120,2,60,120,2,120,120,BOTTOM
1516293006,1,35,1,120,120,1,60,120,2,60,120,TOP
1516293006,2,36,2,60,120,1,60,120,1,120,60,TOP
1516293006,0,29,1,120,60,2,60,120,1,120,120,CENTER
1516293006,0,24,2,60,120,1,60,120,2,120,120,CENTER
1516293006,0,19,1,60,120,2,60,120,1,120,120,CENTER
1516293006,2,3,1,120,120,2,120,120,1,60,120,CENTER
1516293006,1,17,2,60,120,2,120,120,1,120,120,BOTTOM
1516293006,1,2,1,120,60,2,60,120,1,60,120,TOP
1516293006,1,7,1,120,120,2,120,60,2,120,120,TOP
1516293006,1,5,2,120,60,1,120,120,1,60,120,CENTER
1516293006,2,13,2,60,120,1,120,60,2,120,120,BOTTOM
1516293006,2,23,1,60,120,2,60,120,2,120,120,BOTTOM
1516293006,2,16,1,60,120,2,120,60,2,60,120,CENTER
1516293006,2,18,2,120,60,2,120,120,1,120,60,CENTER
1516293006,1,32,2,120,60,2,60,120,1,60,120,BOTTOM
1516293006,2,11,2,120,60,1,120,120,2,120,120,BOTTOM
1516293006,2,33,1,120,120,1,120,60,1,60,120,TOP
1516293006,2,21,1,120,60,1,120,120,2,120,120,BOTTOM
1516293006,2,26,1,120,60,2,120,120,2,60,120,CENTER
1516293006,2,31,1,60,120,2,60,120,1,120,60,CENTER
1516293006,1,15,1,60,120,1,120,60,2,120,120,TOP
1516293006,2,6,2,120,60,1,120,60,2,120,120,TOP
1516293006,0,14,1,120,120,2,60,120,2,120,120,TOP
1516293006,1,22,2,60,120,2,120,120,2,120,60,CENTER
1516293006,1,30,2,120,60,1,120,60,1,60,120,CENTER
1516293006,1,12,2,60,120,1,60,120,1,120,120,BOTTOM
1516293006,0,4,1,120,120,2,120,120,2,60,120,TOP
1516293006,1,20,2,60,120,2,120,120,2,120,60,CENTER
1516293006,0,9,1,120,60,1,60,120,2,120,120,BOTTOM
1516293006,0,34,2,120,120,1,60,120,1,120,60,TOP
1516293006,2,1,2,120,60,1,120,120,2,120,120,BOTTOM
1516293006,1,25,1,60,120,1,120,60,2,120,120,CENTER
1516293006,2,8,1,120,120,2,60,120,2,120,60,BOTTOM
1516293006,1,10,2,120,60,2,120,120,2,60,120,CENTER
1516293006,1,27,2,60,120,1,120,60,1,60,120,CENTER
1516293656,0,21,1,60,120,1,120,60,2,120,60,TOP
1516293656,0,36,1,120,60,1,60,120,2,120,60,CENTER
1516293656,1,29,2,60,120,2,120,60,2,120,120,TOP
1516293656,2,35,1,60,120,1,120,60,2,120,120,BOTTOM
1516293656,2,8,1,120,120,1,60,120,2,120,120,BOTTOM
1516293656,2,30,1,120,120,2,120,60,2,120,120,BOTTOM
1516293656,1,34,1,60,120,2,120,60,2,60,120,TOP
1516293656,1,24,1,120,120,1,60,120,2,60,120,CENTER
1516293656,0,16,2,60,120,1,60,120,1,120,120,BOTTOM
1516293656,1,2,1,120,60,2,120,60,2,120,120,TOP
1516293656,2,23,2,120,60,2,120,120,1,120,60,CENTER
