CHOICE,ITEM,SUB,custom_id,equal_size,left_larger,left_smaller,mode_id
1,16,1516293685,5033,1,0,0,2
0,16,1516293685,5033,0,1,0,3
0,17,1516293685,5035,0,1,0,1
0,17,1516293685,5035,0,0,1,2
1,17,1516293685,5035,1,0,0,3
1,26,1516293685,5039,1,0,0,1
0,26,1516293685,5039,0,1,0,2
0,26,1516293685,5039,0,0,1,3
1,32,1516293685,5043,1,0,0,1
0,32,1516293685,5043,0,1,0,2
0,32,1516293685,5043,0,0,1,3
0,33,1516293685,5045,0,0,1,1
1,33,1516293685,5045,1,0,0,2
0,33,1516293685,5045,0,1,0,3
0,2,1516293685,5047,1,0,0,1
1,2,1516293685,5047,0,1,0,2
0,2,1516293685,5047,0,0,1,3
0,24,1516293685,5049,0,0,1,1
0,24,1516293685,5049,0,1,0,2
1,24,1516293685,5049,1,0,0,3
0,1,1516293685,5051,0,0,1,1
1,1,1516293685,5051,0,1,0,2
0,1,1516293685,5051,1,0,0,3
1,18,1516293685,5053,0,1,0,1
0,18,1516293685,5053,0,0,1,2
0,18,1516293685,5053,1,0,0,3
1,36,1516293685,5055,0,1,0,1
0,36,1516293685,5055,0,0,1,2
0,36,1516293685,5055,0,1,0,3
0,14,1516293685,5057,0,0,1,1
0,14,1516293685,5057,0,1,0,2
1,14,1516293685,5057,0,1,0,3
0,3,1516293685,5059,0,0,1,1
1,3,1516293685,5059,0,1,0,2
0,3,1516293685,5059,0,0,1,3
0,31,1516293685,5061,0,0,1,1
0,31,1516293685,5061,0,1,0,2
1,31,1516293685,5061,1,0,0,3
0,13,1516293685,5063,0,0,1,1
0,13,1516293685,5063,1,0,0,2
1,13,1516293685,5063,0,1,0,3
0,6,1516293685,5065,0,1,0,1
1,6,1516293685,5065,1,0,0,2
0,6,1516293685,5065,0,0,1,3
0,22,1516293685,5067,0,0,1,1
1,22,1516293685,5067,0,1,0,2
0,22,1516293685,5067,0,1,0,3
0,7,1516293685,5069,1,0,0,1
1,7,1516293685,5069,0,1,0,2
0,7,1516293685,5069,0,0,1,3
0,29,1516293685,5071,1,0,0,1
0,29,1516293685,5071,0,1,0,2
1,29,1516293685,5071,0,1,0,3
0,19,1516293685,5073,1,0,0,1
1,19,1516293685,5073,0,1,0,2
0,19,1516293685,5073,0,0,1,3
0,8,1516293685,5075,0,1,0,1
1,8,1516293685,5075,0,1,0,2
0,8,1516293685,5075,0,0,1,3
0,28,1516293685,5077,0,0,1,1
1,28,1516293685,5077,0,1,0,2
0,28,1516293685,5077,1,0,0,3
1,8,1516293814,5084,0,1,0,1
0,8,1516293814,5084,0,1,0,2
0,8,1516293814,5084,0,0,1,3
0,5,1516293814,5086,1,0,0,1
1,5,1516293814,5086,0,0,1,2
0,5,1516293814,5086,1,0,0,3
0,11,1516293814,5088,0,1,0,1
1,11,1516293814,5088,1,0,0,2
0,11,1516293814,5088,0,0,1,3
0,18,1516293814,5094,1,0,0,1
1,18,1516293814,5094,0,0,1,2
0,18,1516293814,5094,0,0,1,3
0,33,1516293814,5096,0,0,1,1
1,33,1516293814,5096,1,0,0,2
0,33,1516293814,5096,0,1,0,3
0,10,1516293814,5098,0,0,1,1
1,10,1516293814,5098,0,1,0,2
0,10,1516293814,5098,0,1,0,3
1,35,1516293814,5100,0,1,0,1
0,35,1516293814,5100,0,1,0,2
0,35,1516293814,5100,0,0,1,3
1,20,1516293814,5102,1,0,0,1
0,20,1516293814,5102,0,0,1,2
0,20,1516293814,5102,0,0,1,3
0,16,1516293814,5104,0,0,1,1
0,16,1516293814,5104,0,0,1,2
1,16,1516293814,5104,0,1,0,3
0,28,1516293814,5106,1,0,0,1
1,28,1516293814,5106,0,1,0,2
0,28,1516293814,5106,0,0,1,3
1,26,1516293814,5108,0,1,0,1
0,26,1516293814,5108,0,1,0,2
0,26,1516293814,5108,0,0,1,3
0,24,1516293814,5112,1,0,0,1
1,24,1516293814,5112,1,0,0,2
0,24,1516293814,5112,0,1,0,3
0,19,1516293814,5114,0,0,1,1
1,19,1516293814,5114,1,0,0,2
0,19,1516293814,5114,1,0,0,3
0,31,1516293814,5116,0,1,0,1
0,31,1516293814,5116,0,0,1,2
1,31,1516293814,5116,0,1,0,3
